1571933910605,83
1571933910613,49
1571933910621,-7
1571933910629,-66
1571933910637,-95
1571933910645,-107
1571933910653,-127
1571933910661,-137
1571933910669,-117
1571933910677,-220
1571933910685,-425
1571933910693,27
1571933910701,1216
1571933910709,1643
1571933910717,801
1571933910725,-15
1571933910733,-173
1571933910741,-98
1571933910749,-15
1571933910757,17
1571933910765,-12
1571933910773,-10
1571933910781,7
1571933910789,20
1571933910797,51
1571933910805,88
1571933910813,144
1571933910821,225
1571933910829,303
1571933910837,376
1571933910845,454
1571933910853,525
1571933910861,598
1571933910869,671
1571933910877,718
1571933910885,718
1571933910893,681
1571933910901,591
1571933910909,447
1571933910917,303
1571933910925,181
1571933910933,78
1571933910941,10
1571933910949,-32
1571933910957,-78
1571933910965,-112
1571933910973,-137
1571933910981,-176
1571933910989,-198
1571933910997,-186
1571933911005,-183
1571933911013,-183
1571933911021,-161
1571933911029,-154
1571933911037,-166
1571933911045,-168
1571933911053,-161
1571933911061,-144
1571933911069,-134
1571933911077,-134
1571933911085,-129
1571933911093,-127
1571933911101,-139
1571933911109,-151
1571933911117,-134
1571933911125,-110
1571933911133,-120
1571933911141,-139
1571933911149,-127
1571933911157,-112
1571933911165,-115
1571933911173,-117
1571933911181,-122
1571933911189,-107
1571933911197,-100
1571933911205,-127
1571933911213,-127
1571933911221,-98
1571933911229,-117
1571933911237,-139
1571933911245,-107
1571933911253,-88
1571933911261,-112
1571933911269,-122
1571933911277,-105
1571933911285,-105
1571933911293,-117
1571933911301,-120
1571933911309,-117
1571933911317,-112
1571933911325,-103
1571933911333,-100
1571933911341,-103
1571933911349,-93
1571933911357,-78
1571933911365,-54
1571933911373,-29
1571933911381,-24
1571933911389,2
1571933911397,85
1571933911405,149
1571933911413,129
1571933911421,83
1571933911429,49
1571933911437,-7
1571933911445,-66
1571933911453,-95
1571933911461,-107
1571933911469,-127
1571933911477,-137
1571933911485,-117
1571933911493,-220
1571933911501,-425
1571933911509,27
1571933911517,1216
1571933911525,1643
1571933911533,801
1571933911541,-15
1571933911549,-173
1571933911557,-98
1571933911565,-15
1571933911573,17
1571933911581,-12
1571933911589,-10
1571933911597,7
1571933911605,20
1571933911613,51
1571933911621,88
1571933911629,144
1571933911637,225
1571933911645,303
1571933911653,376
1571933911661,454
1571933911669,525
1571933911677,598
1571933911685,671
1571933911693,718
1571933911701,718
1571933911709,681
1571933911717,591
1571933911725,447
1571933911733,303
1571933911741,181
1571933911749,78
1571933911757,10
1571933911765,-32
1571933911773,-78
1571933911781,-112
1571933911789,-137
1571933911797,-176
1571933911805,-198
1571933911813,-186
1571933911821,-183
1571933911829,-183
1571933911837,-161
1571933911845,-154
1571933911853,-166
1571933911861,-168
1571933911869,-161
1571933911877,-144
1571933911885,-134
1571933911893,-134
1571933911901,-129
1571933911909,-127
1571933911917,-139
1571933911925,-151
1571933911933,-134
1571933911941,-110
1571933911949,-120
1571933911957,-139
1571933911965,-127
1571933911973,-112
1571933911981,-115
1571933911989,-117
1571933911997,-122
1571933912005,-107
1571933912013,-100
1571933912021,-127
1571933912029,-127
1571933912037,-98
1571933912045,-117
1571933912053,-139
1571933912061,-107
1571933912069,-88
1571933912077,-112
1571933912085,-122
1571933912093,-105
1571933912101,-105
1571933912109,-117
1571933912117,-120
1571933912125,-117
1571933912133,-112
1571933912141,-103
1571933912149,-100
1571933912157,-103
1571933912165,-93
1571933912173,-78
1571933912181,-54
1571933912189,-29
1571933912197,-24
1571933912205,2
1571933912213,85
1571933912221,149
1571933912229,129
1571933912237,83
1571933912245,49
1571933912253,-7
1571933912261,-66
1571933912269,-95
1571933912277,-107
1571933912285,-127
1571933912293,-137
1571933912301,-117
1571933912309,-220
1571933912317,-425
1571933912325,27
1571933912333,1216
1571933912341,1643
1571933912349,801
1571933912357,-15
1571933912365,-173
1571933912373,-98
1571933912381,-15
1571933912389,17
1571933912397,-12
1571933912405,-10
1571933912413,7
1571933912421,20
1571933912429,51
1571933912437,88
1571933912445,144
1571933912453,225
1571933912461,303
1571933912469,376
1571933912477,454
1571933912485,525
1571933912493,598
1571933912501,671
1571933912509,718
1571933912517,718
1571933912525,681
1571933912533,591
1571933912541,447
1571933912549,303
1571933912557,181
1571933912565,78
1571933912573,10
1571933912581,-32
1571933912589,-78
1571933912597,-112
1571933912605,-137
1571933912613,-176
1571933912621,-198
1571933912629,-186
1571933912637,-183
1571933912645,-183
1571933912653,-161
1571933912661,-154
1571933912669,-166
1571933912677,-168
1571933912685,-161
1571933912693,-144
1571933912701,-134
1571933912709,-134
1571933912717,-129
1571933912725,-127
1571933912733,-139
1571933912741,-151
1571933912749,-134
1571933912757,-110
1571933912765,-120
1571933912773,-139
1571933912781,-127
1571933912789,-112
1571933912797,-115
1571933912805,-117
1571933912813,-122
1571933912821,-107
1571933912829,-100
1571933912837,-127
1571933912845,-127
1571933912853,-98
1571933912861,-117
1571933912869,-139
1571933912877,-107
1571933912885,-88
1571933912893,-112
1571933912901,-122
1571933912909,-105
1571933912917,-105
1571933912925,-117
1571933912933,-120
1571933912941,-117
1571933912949,-112
1571933912957,-103
1571933912965,-100
1571933912973,-103
1571933912981,-93
1571933912989,-78
1571933912997,-54
1571933913005,-29
1571933913013,-24
1571933913021,2
1571933913029,85
1571933913037,149
1571933913045,129
1571933913053,83
1571933913061,49
1571933913069,-7
1571933913077,-66
1571933913085,-95
1571933913093,-107
1571933913101,-127
1571933913109,-137
1571933913117,-117
1571933913125,-220
1571933913133,-425
1571933913141,27
1571933913149,1216
1571933913157,1643
1571933913165,801
1571933913173,-15
1571933913181,-173
1571933913189,-98
1571933913197,-15
1571933913205,17
1571933913213,-12
1571933913221,-10
1571933913229,7
1571933913237,20
1571933913245,51
1571933913253,88
1571933913261,144
1571933913269,225
1571933913277,303
1571933913285,376
1571933913293,454
1571933913301,525
1571933913309,598
1571933913317,671
1571933913325,718
1571933913333,718
1571933913341,681
1571933913349,591
1571933913357,447
1571933913365,303
1571933913373,181
1571933913381,78
1571933913389,10
1571933913397,-32
1571933913405,-78
1571933913413,-112
1571933913421,-137
1571933913429,-176
1571933913437,-198
1571933913445,-186
1571933913453,-183
1571933913461,-183
1571933913469,-161
1571933913477,-154
1571933913485,-166
1571933913493,-168
1571933913501,-161
1571933913509,-144
1571933913517,-134
1571933913525,-134
1571933913533,-129
1571933913541,-127
1571933913549,-139
1571933913557,-151
1571933913565,-134
1571933913573,-110
1571933913581,-120
1571933913589,-139
1571933913597,-127
1571933913605,-112
1571933913613,-115
1571933913621,-117
1571933913629,-122
1571933913637,-107
1571933913645,-100
1571933913653,-127
1571933913661,-127
1571933913669,-98
1571933913677,-117
1571933913685,-139
1571933913693,-107
1571933913701,-88
1571933913709,-112
1571933913717,-122
1571933913725,-105
1571933913733,-105
1571933913741,-117
1571933913749,-120
1571933913757,-117
1571933913765,-112
1571933913773,-103
1571933913781,-100
1571933913789,-103
1571933913797,-93
1571933913805,-78
1571933913813,-54
1571933913821,-29
1571933913829,-24
1571933913837,2
1571933913845,85
1571933913853,149
1571933913861,129
1571933913869,83
1571933913877,49
1571933913885,-7
1571933913893,-66
1571933913901,-95
1571933913909,-107
1571933913917,-127
1571933913925,-137
1571933913933,-117
1571933913941,-220
1571933913949,-425
1571933913957,27
1571933913965,1216
1571933913973,1643
1571933913981,801
1571933913989,-15
1571933913997,-173
1571933914005,-98
1571933914013,-15
1571933914021,17
1571933914029,-12
1571933914037,-10
1571933914045,7
1571933914053,20
1571933914061,51
1571933914069,88
1571933914077,144
1571933914085,225
1571933914093,303
1571933914101,376
1571933914109,454
1571933914117,525
1571933914125,598
1571933914133,671
1571933914141,718
1571933914149,718
1571933914157,681
1571933914165,591
1571933914173,447
1571933914181,303
1571933914189,181
1571933914197,78
1571933914205,10
1571933914213,-32
1571933914221,-78
1571933914229,-112
1571933914237,-137
1571933914245,-176
1571933914253,-198
1571933914261,-186
1571933914269,-183
1571933914277,-183
1571933914285,-161
1571933914293,-154
1571933914301,-166
1571933914309,-168
1571933914317,-161
1571933914325,-144
1571933914333,-134
1571933914341,-134
1571933914349,-129
1571933914357,-127
1571933914365,-139
1571933914373,-151
1571933914381,-134
1571933914389,-110
1571933914397,-120
1571933914405,-139
1571933914413,-127
1571933914421,-112
1571933914429,-115
1571933914437,-117
1571933914445,-122
1571933914453,-107
1571933914461,-100
1571933914469,-127
1571933914477,-127
1571933914485,-98
1571933914493,-117
1571933914501,-139
1571933914509,-107
1571933914517,-88
1571933914525,-112
1571933914533,-122
1571933914541,-105
1571933914549,-105
1571933914557,-117
1571933914565,-120
1571933914573,-117
1571933914581,-112
1571933914589,-103
1571933914597,-100
1571933914605,-103
1571933914613,-93
1571933914621,-78
1571933914629,-54
1571933914637,-29
1571933914645,-24
1571933914653,2
1571933914661,85
1571933914669,149
1571933914677,129
1571933914685,83
1571933914693,49
1571933914701,-7
1571933914709,-66
1571933914717,-95
1571933914725,-107
1571933914733,-127
1571933914741,-137
1571933914749,-117
1571933914757,-220
1571933914765,-425
1571933914773,27
1571933914781,1216
1571933914789,1643
1571933914797,801
1571933914805,-15
1571933914813,-173
1571933914821,-98
1571933914829,-15
1571933914837,17
1571933914845,-12
1571933914853,-10
1571933914861,7
1571933914869,20
1571933914877,51
1571933914885,88
1571933914893,144
1571933914901,225
1571933914909,303
1571933914917,376
1571933914925,454
1571933914933,525
1571933914941,598
1571933914949,671
1571933914957,718
1571933914965,718
1571933914973,681
1571933914981,591
1571933914989,447
1571933914997,303
1571933915005,181
1571933915013,78
1571933915021,10
1571933915029,-32
1571933915037,-78
1571933915045,-112
1571933915053,-137
1571933915061,-176
1571933915069,-198
1571933915077,-186
1571933915085,-183
1571933915093,-183
1571933915101,-161
1571933915109,-154
1571933915117,-166
1571933915125,-168
1571933915133,-161
1571933915141,-144
1571933915149,-134
1571933915157,-134
1571933915165,-129
1571933915173,-127
1571933915181,-139
1571933915189,-151
1571933915197,-134
1571933915205,-110
1571933915213,-120
1571933915221,-139
1571933915229,-127
1571933915237,-112
1571933915245,-115
1571933915253,-117
1571933915261,-122
1571933915269,-107
1571933915277,-100
1571933915285,-127
1571933915293,-127
1571933915301,-98
1571933915309,-117
1571933915317,-139
1571933915325,-107
1571933915333,-88
1571933915341,-112
1571933915349,-122
1571933915357,-105
1571933915365,-105
1571933915373,-117
1571933915381,-120
1571933915389,-117
1571933915397,-112
1571933915405,-103
1571933915413,-100
1571933915421,-103
1571933915429,-93
1571933915437,-78
1571933915445,-54
1571933915453,-29
1571933915461,-24
1571933915469,2
1571933915477,85
1571933915485,149
1571933915493,129
1571933915501,83
1571933915509,49
1571933915517,-7
1571933915525,-66
1571933915533,-95
1571933915541,-107
1571933915549,-127
1571933915557,-137
1571933915565,-117
1571933915573,-220
1571933915581,-425
1571933915589,27
1571933915597,1216
1571933915605,1643
1571933915613,801
1571933915621,-15
1571933915629,-173
1571933915637,-98
1571933915645,-15
1571933915653,17
1571933915661,-12
1571933915669,-10
1571933915677,7
1571933915685,20
1571933915693,51
1571933915701,88
1571933915709,144
1571933915717,225
1571933915725,303
1571933915733,376
1571933915741,454
1571933915749,525
1571933915757,598
1571933915765,671
1571933915773,718
1571933915781,718
1571933915789,681
1571933915797,591
1571933915805,447
1571933915813,303
1571933915821,181
1571933915829,78
1571933915837,10
1571933915845,-32
1571933915853,-78
1571933915861,-112
1571933915869,-137
1571933915877,-176
1571933915885,-198
1571933915893,-186
1571933915901,-183
1571933915909,-183
1571933915917,-161
1571933915925,-154
1571933915933,-166
1571933915941,-168
1571933915949,-161
1571933915957,-144
1571933915965,-134
1571933915973,-134
1571933915981,-129
1571933915989,-127
1571933915997,-139
1571933916005,-151
1571933916013,-134
1571933916021,-110
1571933916029,-120
1571933916037,-139
1571933916045,-127
1571933916053,-112
1571933916061,-115
1571933916069,-117
1571933916077,-122
1571933916085,-107
1571933916093,-100
1571933916101,-127
1571933916109,-127
1571933916117,-98
1571933916125,-117
1571933916133,-139
1571933916141,-107
1571933916149,-88
1571933916157,-112
1571933916165,-122
1571933916173,-105
1571933916181,-105
1571933916189,-117
1571933916197,-120
1571933916205,-117
1571933916213,-112
1571933916221,-103
1571933916229,-100
1571933916237,-103
1571933916245,-93
1571933916253,-78
1571933916261,-54
1571933916269,-29
1571933916277,-24
1571933916285,2
1571933916293,85
1571933916301,149
1571933916309,129
1571933916317,83
1571933916325,49
1571933916333,-7
1571933916341,-66
1571933916349,-95
1571933916357,-107
1571933916365,-127
1571933916373,-137
1571933916381,-117
1571933916389,-220
1571933916397,-425
1571933916405,27
1571933916413,1216
1571933916421,1643
1571933916429,801
1571933916437,-15
1571933916445,-173
1571933916453,-98
1571933916461,-15
1571933916469,17
1571933916477,-12
1571933916485,-10
1571933916493,7
1571933916501,20
1571933916509,51
1571933916517,88
1571933916525,144
1571933916533,225
1571933916541,303
1571933916549,376
1571933916557,454
1571933916565,525
1571933916573,598
1571933916581,671
1571933916589,718
1571933916597,718
1571933916605,681
1571933916613,591
1571933916621,447
1571933916629,303
1571933916637,181
1571933916645,78
1571933916653,10
1571933916661,-32
1571933916669,-78
1571933916677,-112
1571933916685,-137
1571933916693,-176
1571933916701,-198
1571933916709,-186
1571933916717,-183
1571933916725,-183
1571933916733,-161
1571933916741,-154
1571933916749,-166
1571933916757,-168
1571933916765,-161
1571933916773,-144
1571933916781,-134
1571933916789,-134
1571933916797,-129
1571933916805,-127
1571933916813,-139
1571933916821,-151
1571933916829,-134
1571933916837,-110
1571933916845,-120
1571933916853,-139
1571933916861,-127
1571933916869,-112
1571933916877,-115
1571933916885,-117
1571933916893,-122
1571933916901,-107
1571933916909,-100
1571933916917,-127
1571933916925,-127
1571933916933,-98
1571933916941,-117
1571933916949,-139
1571933916957,-107
1571933916965,-88
1571933916973,-112
1571933916981,-122
1571933916989,-105
1571933916997,-105
1571933917005,-117
1571933917013,-120
1571933917021,-117
1571933917029,-112
1571933917037,-103
1571933917045,-100
1571933917053,-103
1571933917061,-93
1571933917069,-78
1571933917077,-54
1571933917085,-29
1571933917093,-24
1571933917101,2
1571933917109,85
1571933917117,149
1571933917125,129
1571933917133,83
1571933917141,49
1571933917149,-7
1571933917157,-66
1571933917165,-95
1571933917173,-107
1571933917181,-127
1571933917189,-137
1571933917197,-117
1571933917205,-220
1571933917213,-425
1571933917221,27
1571933917229,1216
1571933917237,1643
1571933917245,801
1571933917253,-15
1571933917261,-173
1571933917269,-98
1571933917277,-15
1571933917285,17
1571933917293,-12
1571933917301,-10
1571933917309,7
1571933917317,20
1571933917325,51
1571933917333,88
1571933917341,144
1571933917349,225
1571933917357,303
1571933917365,376
1571933917373,454
1571933917381,525
1571933917389,598
1571933917397,671
1571933917405,718
1571933917413,718
1571933917421,681
1571933917429,591
1571933917437,447
1571933917445,303
1571933917453,181
1571933917461,78
1571933917469,10
1571933917477,-32
1571933917485,-78
1571933917493,-112
1571933917501,-137
1571933917509,-176
1571933917517,-198
1571933917525,-186
1571933917533,-183
1571933917541,-183
1571933917549,-161
1571933917557,-154
1571933917565,-166
1571933917573,-168
1571933917581,-161
1571933917589,-144
1571933917597,-134
1571933917605,-134
1571933917613,-129
1571933917621,-127
1571933917629,-139
1571933917637,-151
1571933917645,-134
1571933917653,-110
1571933917661,-120
1571933917669,-139
1571933917677,-127
1571933917685,-112
1571933917693,-115
1571933917701,-117
1571933917709,-122
1571933917717,-107
1571933917725,-100
1571933917733,-127
1571933917741,-127
1571933917749,-98
1571933917757,-117
1571933917765,-139
1571933917773,-107
1571933917781,-88
1571933917789,-112
1571933917797,-122
1571933917805,-105
1571933917813,-105
1571933917821,-117
1571933917829,-120
1571933917837,-117
1571933917845,-112
1571933917853,-103
1571933917861,-100
1571933917869,-103
1571933917877,-93
1571933917885,-78
1571933917893,-54
1571933917901,-29
1571933917909,-24
1571933917917,2
1571933917925,85
1571933917933,149
1571933917941,129
1571933917949,83
1571933917957,49
1571933917965,-7
1571933917973,-66
1571933917981,-95
1571933917989,-107
1571933917997,-127
1571933918005,-137
1571933918013,-117
1571933918021,-220
1571933918029,-425
1571933918037,27
1571933918045,1216
1571933918053,1643
1571933918061,801
1571933918069,-15
1571933918077,-173
1571933918085,-98
1571933918093,-15
1571933918101,17
1571933918109,-12
1571933918117,-10
1571933918125,7
1571933918133,20
1571933918141,51
1571933918149,88
1571933918157,144
1571933918165,225
1571933918173,303
1571933918181,376
1571933918189,454
1571933918197,525
1571933918205,598
1571933918213,671
1571933918221,718
1571933918229,718
1571933918237,681
1571933918245,591
1571933918253,447
1571933918261,303
1571933918269,181
1571933918277,78
1571933918285,10
1571933918293,-32
1571933918301,-78
1571933918309,-112
1571933918317,-137
1571933918325,-176
1571933918333,-198
1571933918341,-186
1571933918349,-183
1571933918357,-183
1571933918365,-161
1571933918373,-154
1571933918381,-166
1571933918389,-168
1571933918397,-161
1571933918405,-144
1571933918413,-134
1571933918421,-134
1571933918429,-129
1571933918437,-127
1571933918445,-139
1571933918453,-151
1571933918461,-134
1571933918469,-110
1571933918477,-120
1571933918485,-139
1571933918493,-127
1571933918501,-112
1571933918509,-115
1571933918517,-117
1571933918525,-122
1571933918533,-107
1571933918541,-100
1571933918549,-127
1571933918557,-127
1571933918565,-98
1571933918573,-117
1571933918581,-139
1571933918589,-107
1571933918597,-88
1571933918605,-112
1571933918613,-122
1571933918621,-105
1571933918629,-105
1571933918637,-117
1571933918645,-120
1571933918653,-117
1571933918661,-112
1571933918669,-103
1571933918677,-100
1571933918685,-103
1571933918693,-93
1571933918701,-78
1571933918709,-54
1571933918717,-29
1571933918725,-24
1571933918733,2
1571933918741,85
1571933918749,149
1571933918757,129
1571933918765,83
1571933918773,49
1571933918781,-7
1571933918789,-66
1571933918797,-95
1571933918805,-107
1571933918813,-127
1571933918821,-137
1571933918829,-117
1571933918837,-220
1571933918845,-425
1571933918853,27
1571933918861,1216
1571933918869,1643
1571933918877,801
1571933918885,-15
1571933918893,-173
1571933918901,-98
1571933918909,-15
1571933918917,17
1571933918925,-12
1571933918933,-10
1571933918941,7
1571933918949,20
1571933918957,51
1571933918965,88
1571933918973,144
1571933918981,225
1571933918989,303
1571933918997,376
1571933919005,454
1571933919013,525
1571933919021,598
1571933919029,671
1571933919037,718
1571933919045,718
1571933919053,681
1571933919061,591
1571933919069,447
1571933919077,303
1571933919085,181
1571933919093,78
1571933919101,10
1571933919109,-32
1571933919117,-78
1571933919125,-112
1571933919133,-137
1571933919141,-176
1571933919149,-198
1571933919157,-186
1571933919165,-183
1571933919173,-183
1571933919181,-161
1571933919189,-154
1571933919197,-166
1571933919205,-168
1571933919213,-161
1571933919221,-144
1571933919229,-134
1571933919237,-134
1571933919245,-129
1571933919253,-127
1571933919261,-139
1571933919269,-151
1571933919277,-134
1571933919285,-110
1571933919293,-120
1571933919301,-139
1571933919309,-127
1571933919317,-112
1571933919325,-115
1571933919333,-117
1571933919341,-122
1571933919349,-107
1571933919357,-100
1571933919365,-127
1571933919373,-127
1571933919381,-98
1571933919389,-117
1571933919397,-139
1571933919405,-107
1571933919413,-88
1571933919421,-112
1571933919429,-122
1571933919437,-105
1571933919445,-105
1571933919453,-117
1571933919461,-120
1571933919469,-117
1571933919477,-112
1571933919485,-103
1571933919493,-100
1571933919501,-103
1571933919509,-93
1571933919517,-78
1571933919525,-54
1571933919533,-29
1571933919541,-24
1571933919549,2
1571933919557,85
1571933919565,149
1571933919573,129
1571933919581,83
1571933919589,49
1571933919597,-7
1571933919605,-66
1571933919613,-95
1571933919621,-107
1571933919629,-127
1571933919637,-137
1571933919645,-117
1571933919653,-220
1571933919661,-425
1571933919669,27
1571933919677,1216
1571933919685,1643
1571933919693,801
1571933919701,-15
1571933919709,-173
1571933919717,-98
1571933919725,-15
1571933919733,17
1571933919741,-12
1571933919749,-10
1571933919757,7
1571933919765,20
1571933919773,51
1571933919781,88
1571933919789,144
1571933919797,225
1571933919805,303
1571933919813,376
1571933919821,454
1571933919829,525
1571933919837,598
1571933919845,671
1571933919853,718
1571933919861,718
1571933919869,681
1571933919877,591
1571933919885,447
1571933919893,303
1571933919901,181
1571933919909,78
1571933919917,10
1571933919925,-32
1571933919933,-78
1571933919941,-112
1571933919949,-137
1571933919957,-176
1571933919965,-198
1571933919973,-186
1571933919981,-183
1571933919989,-183
1571933919997,-161
1571933920005,-154
1571933920013,-166
1571933920021,-168
1571933920029,-161
1571933920037,-144
1571933920045,-134
1571933920053,-134
1571933920061,-129
1571933920069,-127
1571933920077,-139
1571933920085,-151
1571933920093,-134
1571933920101,-110
1571933920109,-120
1571933920117,-139
1571933920125,-127
1571933920133,-112
1571933920141,-115
1571933920149,-117
1571933920157,-122
1571933920165,-107
1571933920173,-100
1571933920181,-127
1571933920189,-127
1571933920197,-98
1571933920205,-117
1571933920213,-139
1571933920221,-107
1571933920229,-88
1571933920237,-112
1571933920245,-122
1571933920253,-105
1571933920261,-105
1571933920269,-117
1571933920277,-120
1571933920285,-117
1571933920293,-112
1571933920301,-103
1571933920309,-100
1571933920317,-103
1571933920325,-93
1571933920333,-78
1571933920341,-54
1571933920349,-29
1571933920357,-24
1571933920365,2
1571933920373,85
1571933920381,149
1571933920389,129
1571933920397,83
1571933920405,49
1571933920413,-7
1571933920421,-66
1571933920429,-95
1571933920437,-107
1571933920445,-127
1571933920453,-137
1571933920461,-117
1571933920469,-220
1571933920477,-425
1571933920485,27
1571933920493,1216
1571933920501,1643
1571933920509,801
1571933920517,-15
1571933920525,-173
1571933920533,-98
1571933920541,-15
1571933920549,17
1571933920557,-12
1571933920565,-10
1571933920573,7
1571933920581,20
1571933920589,51
1571933920597,88
1571933920605,144
1571933920613,225
1571933920621,303
1571933920629,376
1571933920637,454
1571933920645,525
1571933920653,598
1571933920661,671
1571933920669,718
1571933920677,718
1571933920685,681
1571933920693,591
1571933920701,447
1571933920709,303
1571933920717,181
1571933920725,78
1571933920733,10
1571933920741,-32
1571933920749,-78
1571933920757,-112
1571933920765,-137
1571933920773,-176
1571933920781,-198
1571933920789,-186
1571933920797,-183
1571933920805,-183
1571933920813,-161
1571933920821,-154
1571933920829,-166
1571933920837,-168
1571933920845,-161
1571933920853,-144
1571933920861,-134
1571933920869,-134
1571933920877,-129
1571933920885,-127
1571933920893,-139
1571933920901,-151
1571933920909,-134
1571933920917,-110
1571933920925,-120
1571933920933,-139
1571933920941,-127
1571933920949,-112
1571933920957,-115
1571933920965,-117
1571933920973,-122
1571933920981,-107
1571933920989,-100
1571933920997,-127
1571933921005,-127
1571933921013,-98
1571933921021,-117
1571933921029,-139
1571933921037,-107
1571933921045,-88
1571933921053,-112
1571933921061,-122
1571933921069,-105
1571933921077,-105
1571933921085,-117
1571933921093,-120
1571933921101,-117
1571933921109,-112
1571933921117,-103
1571933921125,-100
1571933921133,-103
1571933921141,-93
1571933921149,-78
1571933921157,-54
1571933921165,-29
1571933921173,-24
1571933921181,2
1571933921189,85
1571933921197,149
1571933921205,129
1571933921213,83
1571933921221,49
1571933921229,-7
1571933921237,-66
1571933921245,-95
1571933921253,-107
1571933921261,-127
1571933921269,-137
1571933921277,-117
1571933921285,-220
1571933921293,-425
1571933921301,27
1571933921309,1216
1571933921317,1643
1571933921325,801
1571933921333,-15
1571933921341,-173
1571933921349,-98
1571933921357,-15
1571933921365,17
1571933921373,-12
1571933921381,-10
1571933921389,7
1571933921397,20
1571933921405,51
1571933921413,88
1571933921421,144
1571933921429,225
1571933921437,303
1571933921445,376
1571933921453,454
1571933921461,525
1571933921469,598
1571933921477,671
1571933921485,718
1571933921493,718
1571933921501,681
1571933921509,591
1571933921517,447
1571933921525,303
1571933921533,181
1571933921541,78
1571933921549,10
1571933921557,-32
1571933921565,-78
1571933921573,-112
1571933921581,-137
1571933921589,-176
1571933921597,-198
1571933921605,-186
1571933921613,-183
1571933921621,-183
1571933921629,-161
1571933921637,-154
1571933921645,-166
1571933921653,-168
1571933921661,-161
1571933921669,-144
1571933921677,-134
1571933921685,-134
1571933921693,-129
1571933921701,-127
1571933921709,-139
1571933921717,-151
1571933921725,-134
1571933921733,-110
1571933921741,-120
1571933921749,-139
1571933921757,-127
1571933921765,-112
1571933921773,-115
1571933921781,-117
1571933921789,-122
1571933921797,-107
1571933921805,-100
1571933921813,-127
1571933921821,-127
1571933921829,-98
1571933921837,-117
1571933921845,-139
1571933921853,-107
1571933921861,-88
1571933921869,-112
1571933921877,-122
1571933921885,-105
1571933921893,-105
1571933921901,-117
1571933921909,-120
1571933921917,-117
1571933921925,-112
1571933921933,-103
1571933921941,-100
1571933921949,-103
1571933921957,-93
1571933921965,-78
1571933921973,-54
1571933921981,-29
1571933921989,-24
1571933921997,2
1571933922005,85
